,0
1.0,0.15000000000000002
2.0,42.74999999999977
3.0,24.299999999999947
4.0,28.34999999999991
5.0,98.40000000000087
6.0,40.64999999999979
7.0,40.79999999999979
8.0,6.600000000000005
9.0,42.89999999999977
10.0,8.70000000000001
11.0,16.350000000000023
12.0,0.7500000000000001
13.0,41.84999999999978
14.0,22.649999999999963
15.0,7.350000000000007
16.0,1.35
17.0,16.200000000000024
18.0,88.20000000000049
19.0,25.04999999999994
20.0,0.30000000000000004
21.0,0.30000000000000004
22.0,0.6000000000000001
23.0,19.049999999999997
24.0,1.0500000000000003
25.0,16.65000000000002
26.0,10.500000000000014
27.0,1.5
28.0,44.24999999999976
29.0,1.2000000000000002
30.0,0.15000000000000002
31.0,0.6000000000000001
32.0,1.2000000000000002
33.0,0.15000000000000002
34.0,3.449999999999999
35.0,0.7500000000000001
36.0,1.0500000000000003
37.0,49.799999999999706
38.0,0.45000000000000007
39.0,0.15000000000000002
40.0,40.349999999999795
41.0,34.64999999999985
42.0,1.5
43.0,6.450000000000005
44.0,4.65
45.0,5.400000000000002
46.0,6.450000000000005
47.0,15.300000000000026
48.0,41.99999999999978
49.0,16.80000000000002
50.0,4.950000000000001
51.0,26.699999999999925
52.0,43.649999999999764
53.0,2.3999999999999995
54.0,2.849999999999999
55.0,2.999999999999999
56.0,0.6000000000000001
57.0,26.849999999999923
58.0,1.0500000000000003
59.0,15.000000000000025
60.0,13.350000000000021
61.0,2.999999999999999
62.0,3.449999999999999
63.0,3.299999999999999
64.0,19.049999999999997
65.0,1.5
66.0,4.5
67.0,44.549999999999756
68.0,5.850000000000003
69.0,102.45000000000103
70.0,1.7999999999999998
71.0,0.30000000000000004
72.0,3.8999999999999986
73.0,3.299999999999999
74.0,16.050000000000026
75.0,0.6000000000000001
76.0,7.050000000000006
77.0,83.10000000000029
78.0,0.6000000000000001
79.0,24.14999999999995
80.0,8.40000000000001
81.0,8.100000000000009
82.0,6.600000000000005
83.0,0.15000000000000002
84.0,2.0999999999999996
85.0,4.65
86.0,0.6000000000000001
87.0,20.399999999999984
88.0,17.55000000000001
89.0,41.99999999999978
90.0,2.5499999999999994
91.0,10.500000000000014
92.0,0.30000000000000004
93.0,1.5
94.0,12.90000000000002
95.0,28.649999999999906
96.0,13.20000000000002
97.0,14.550000000000024
98.0,0.15000000000000002
99.0,12.300000000000018
100.0,1.0500000000000003
101.0,0.9000000000000001
102.0,4.35
103.0,27.749999999999915
104.0,1.9499999999999997
105.0,16.50000000000002
106.0,0.7500000000000001
107.0,2.849999999999999
108.0,13.350000000000021
109.0,28.19999999999991
110.0,6.600000000000005
111.0,0.45000000000000007
112.0,1.5
113.0,3.7499999999999987
114.0,0.7500000000000001
115.0,4.800000000000001
116.0,0.45000000000000007
117.0,7.950000000000008
118.0,32.09999999999987
119.0,48.29999999999972
120.0,34.049999999999855
121.0,0.30000000000000004
122.0,0.15000000000000002
123.0,2.5499999999999994
124.0,4.199999999999999
125.0,194.4000000000045
126.0,7.200000000000006
127.0,0.30000000000000004
128.0,12.150000000000018
129.0,0.15000000000000002
130.0,1.2000000000000002
131.0,2.6999999999999993
132.0,1.2000000000000002
133.0,0.15000000000000002
134.0,0.15000000000000002
135.0,174.15000000000373
136.0,0.30000000000000004
137.0,6.300000000000004
138.0,0.45000000000000007
139.0,0.45000000000000007
140.0,1.2000000000000002
141.0,1.0500000000000003
142.0,0.30000000000000004
143.0,70.0499999999998
144.0,2.849999999999999
145.0,26.849999999999923
146.0,38.99999999999981
147.0,7.050000000000006
148.0,1.0500000000000003
149.0,4.800000000000001
150.0,0.45000000000000007
151.0,5.250000000000002
152.0,6.0000000000000036
153.0,0.30000000000000004
154.0,0.45000000000000007
155.0,0.6000000000000001
156.0,0.45000000000000007
157.0,10.050000000000013
158.0,15.750000000000027
159.0,0.30000000000000004
160.0,8.250000000000009
161.0,13.500000000000021
162.0,4.199999999999999
163.0,3.299999999999999
164.0,2.6999999999999993
165.0,42.14999999999978
166.0,8.55000000000001
167.0,0.15000000000000002
168.0,6.300000000000004
169.0,9.750000000000012
170.0,10.500000000000014
171.0,1.0500000000000003
172.0,11.850000000000017
173.0,1.9499999999999997
174.0,2.0999999999999996
175.0,12.300000000000018
176.0,6.750000000000005
177.0,0.15000000000000002
178.0,0.9000000000000001
179.0,57.74999999999963
180.0,45.749999999999744
181.0,1.7999999999999998
182.0,10.350000000000014
183.0,14.400000000000023
184.0,2.0999999999999996
185.0,6.900000000000006
186.0,7.950000000000008
187.0,0.15000000000000002
188.0,0.6000000000000001
189.0,1.35
190.0,2.999999999999999
191.0,6.150000000000004
192.0,0.7500000000000001
193.0,0.45000000000000007
194.0,14.700000000000024
195.0,2.2499999999999996
196.0,17.55000000000001
197.0,20.249999999999986
198.0,20.84999999999998
199.0,7.050000000000006
200.0,17.55000000000001
201.0,0.9000000000000001
202.0,0.15000000000000002
203.0,1.35
204.0,14.550000000000024
205.0,12.150000000000018
206.0,122.55000000000179
207.0,2.3999999999999995
208.0,1.0500000000000003
209.0,2.5499999999999994
210.0,1.7999999999999998
211.0,42.29999999999978
212.0,0.45000000000000007
213.0,13.350000000000021
214.0,1.9499999999999997
215.0,71.99999999999987
216.0,0.30000000000000004
217.0,10.200000000000014
218.0,0.9000000000000001
219.0,41.09999999999979
220.0,0.15000000000000002
221.0,34.049999999999855
222.0,90.90000000000059
223.0,2.849999999999999
224.0,4.65
225.0,37.79999999999982
226.0,18.000000000000007
227.0,25.349999999999937
228.0,12.150000000000018
229.0,1.7999999999999998
230.0,0.15000000000000002
231.0,22.79999999999996
232.0,5.400000000000002
233.0,25.649999999999935
234.0,126.45000000000194
235.0,1.35
236.0,1.2000000000000002
237.0,0.15000000000000002
238.0,23.84999999999995
239.0,2.0999999999999996
240.0,6.450000000000005
241.0,3.299999999999999
242.0,0.45000000000000007
243.0,8.40000000000001
244.0,0.45000000000000007
245.0,7.050000000000006
246.0,11.250000000000016
247.0,1.9499999999999997
248.0,2.2499999999999996
249.0,13.800000000000022
250.0,2.3999999999999995
251.0,47.849999999999724
252.0,0.15000000000000002
253.0,0.7500000000000001
254.0,1.0500000000000003
255.0,1.7999999999999998
256.0,18.150000000000006
257.0,13.05000000000002
258.0,22.199999999999967
259.0,0.30000000000000004
260.0,26.549999999999926
261.0,0.15000000000000002
262.0,3.149999999999999
263.0,0.30000000000000004
264.0,0.15000000000000002
265.0,16.50000000000002
266.0,0.15000000000000002
267.0,4.65
268.0,10.650000000000015
269.0,31.34999999999988
270.0,1.35
271.0,58.04999999999963
272.0,21.74999999999997
273.0,5.400000000000002
274.0,17.400000000000013
275.0,8.70000000000001
276.0,0.15000000000000002
277.0,19.94999999999999
278.0,18.150000000000006
279.0,6.600000000000005
280.0,0.15000000000000002
281.0,8.70000000000001
282.0,3.5999999999999988
283.0,0.15000000000000002
284.0,0.45000000000000007
285.0,5.100000000000001
286.0,114.30000000000148
287.0,7.6500000000000075
288.0,3.5999999999999988
289.0,2.849999999999999
290.0,10.950000000000015
291.0,29.2499999999999
292.0,9.00000000000001
293.0,17.250000000000014
294.0,0.30000000000000004
295.0,18.6
296.0,0.15000000000000002
297.0,4.65
298.0,0.7500000000000001
299.0,0.15000000000000002
300.0,0.15000000000000002
301.0,0.30000000000000004
302.0,3.299999999999999
303.0,0.30000000000000004
304.0,9.450000000000012
305.0,13.350000000000021
306.0,7.950000000000008
307.0,20.399999999999984
308.0,1.9499999999999997
309.0,40.349999999999795
310.0,7.050000000000006
311.0,2.999999999999999
312.0,27.29999999999992
313.0,4.049999999999999
314.0,0.7500000000000001
315.0,0.15000000000000002
316.0,2.5499999999999994
317.0,5.5500000000000025
318.0,1.5
319.0,16.350000000000023
320.0,26.549999999999926
321.0,0.30000000000000004
322.0,4.199999999999999
323.0,7.500000000000007
324.0,1.35
325.0,0.6000000000000001
326.0,12.60000000000002
327.0,0.15000000000000002
328.0,27.29999999999992
329.0,34.49999999999985
330.0,1.2000000000000002
331.0,1.35
332.0,7.500000000000007
333.0,0.6000000000000001
334.0,2.0999999999999996
335.0,20.399999999999984
336.0,55.94999999999965
337.0,0.9000000000000001
338.0,11.100000000000016
339.0,0.30000000000000004
340.0,10.800000000000015
341.0,23.699999999999953
342.0,0.45000000000000007
343.0,35.39999999999984
344.0,26.849999999999923
345.0,33.74999999999986
346.0,12.90000000000002
347.0,99.90000000000093
348.0,4.5
349.0,0.15000000000000002
350.0,3.5999999999999988
351.0,2.0999999999999996
352.0,0.7500000000000001
353.0,0.7500000000000001
354.0,18.6
355.0,0.7500000000000001
356.0,3.5999999999999988
357.0,2.849999999999999
358.0,0.30000000000000004
359.0,0.15000000000000002
360.0,6.300000000000004
361.0,0.30000000000000004
362.0,7.050000000000006
363.0,1.2000000000000002
364.0,0.15000000000000002
365.0,31.949999999999875
366.0,8.85000000000001
367.0,110.40000000000133
368.0,5.100000000000001
369.0,0.45000000000000007
370.0,0.45000000000000007
371.0,3.5999999999999988
372.0,18.300000000000004
373.0,1.2000000000000002
374.0,5.100000000000001
375.0,7.050000000000006
376.0,22.499999999999964
377.0,1.65
378.0,0.45000000000000007
379.0,4.65
380.0,81.15000000000022
381.0,0.15000000000000002
382.0,0.45000000000000007
383.0,33.29999999999986
384.0,3.149999999999999
385.0,6.0000000000000036
386.0,1.7999999999999998
387.0,0.6000000000000001
388.0,19.049999999999997
389.0,14.850000000000025
390.0,1.35
391.0,13.500000000000021
392.0,12.150000000000018
393.0,5.850000000000003
394.0,2.5499999999999994
395.0,0.15000000000000002
396.0,0.30000000000000004
397.0,0.15000000000000002
398.0,0.30000000000000004
399.0,2.6999999999999993
400.0,3.299999999999999
401.0,177.00000000000384
402.0,1.7999999999999998
403.0,13.800000000000022
404.0,11.250000000000016
405.0,23.09999999999996
406.0,0.6000000000000001
407.0,0.30000000000000004
408.0,0.30000000000000004
409.0,0.15000000000000002
410.0,0.15000000000000002
411.0,68.24999999999973
412.0,15.150000000000025
413.0,38.69999999999981
414.0,6.900000000000006
415.0,13.950000000000022
416.0,67.79999999999971
417.0,0.15000000000000002
418.0,64.04999999999957
419.0,2.849999999999999
420.0,0.9000000000000001
421.0,1.5
422.0,13.500000000000021
423.0,35.84999999999984
424.0,8.55000000000001
425.0,0.15000000000000002
426.0,4.65
427.0,2.999999999999999
428.0,0.45000000000000007
429.0,1.65
430.0,26.399999999999928
431.0,26.999999999999922
432.0,0.15000000000000002
433.0,0.9000000000000001
434.0,12.75000000000002
435.0,0.6000000000000001
436.0,0.7500000000000001
437.0,0.30000000000000004
438.0,15.150000000000025
439.0,0.7500000000000001
440.0,0.45000000000000007
441.0,12.150000000000018
442.0,6.0000000000000036
443.0,27.14999999999992
444.0,17.85000000000001
445.0,0.45000000000000007
446.0,12.450000000000019
447.0,0.15000000000000002
448.0,6.150000000000004
449.0,5.400000000000002
450.0,30.599999999999888
451.0,3.5999999999999988
452.0,4.049999999999999
453.0,0.15000000000000002
454.0,0.15000000000000002
455.0,0.15000000000000002
456.0,0.15000000000000002
457.0,2.2499999999999996
458.0,0.7500000000000001
459.0,0.6000000000000001
460.0,0.15000000000000002
461.0,2.999999999999999
462.0,5.5500000000000025
463.0,4.65
464.0,0.15000000000000002
465.0,8.40000000000001
466.0,50.849999999999696
467.0,1.65
468.0,9.300000000000011
469.0,0.15000000000000002
470.0,0.15000000000000002
471.0,0.30000000000000004
472.0,3.7499999999999987
473.0,5.400000000000002
474.0,0.15000000000000002
475.0,1.35
476.0,6.150000000000004
477.0,75.45
478.0,10.800000000000015
479.0,0.6000000000000001
480.0,1.2000000000000002
481.0,6.0000000000000036
482.0,8.55000000000001
483.0,24.449999999999946
484.0,24.449999999999946
485.0,12.450000000000019
486.0,13.20000000000002
487.0,16.950000000000017
488.0,23.84999999999995
489.0,10.500000000000014
490.0,1.7999999999999998
491.0,1.0500000000000003
492.0,0.30000000000000004
493.0,12.75000000000002
494.0,5.250000000000002
495.0,15.900000000000027
496.0,0.7500000000000001
497.0,6.900000000000006
498.0,3.7499999999999987
499.0,54.74999999999966
500.0,25.349999999999937
501.0,1.5
502.0,3.299999999999999
503.0,3.149999999999999
504.0,0.15000000000000002
505.0,26.849999999999923
506.0,0.15000000000000002
507.0,24.299999999999947
508.0,0.15000000000000002
509.0,2.5499999999999994
510.0,19.499999999999993
511.0,0.15000000000000002
512.0,0.6000000000000001
513.0,43.34999999999977
514.0,0.15000000000000002
515.0,0.7500000000000001
516.0,0.7500000000000001
517.0,4.199999999999999
518.0,8.100000000000009
519.0,6.150000000000004
520.0,0.15000000000000002
521.0,0.15000000000000002
522.0,20.249999999999986
523.0,0.30000000000000004
524.0,0.15000000000000002
525.0,27.749999999999915
526.0,20.69999999999998
527.0,14.850000000000025
528.0,0.9000000000000001
529.0,0.45000000000000007
530.0,0.30000000000000004
531.0,2.2499999999999996
532.0,4.049999999999999
533.0,9.00000000000001
534.0,7.350000000000007
535.0,6.750000000000005
536.0,72.5999999999999
537.0,1.7999999999999998
538.0,12.75000000000002
539.0,16.65000000000002
540.0,6.600000000000005
541.0,15.600000000000026
542.0,2.849999999999999
543.0,0.30000000000000004
544.0,1.65
545.0,0.45000000000000007
546.0,0.9000000000000001
547.0,0.7500000000000001
548.0,28.049999999999912
549.0,0.45000000000000007
550.0,2.999999999999999
551.0,0.15000000000000002
552.0,0.15000000000000002
553.0,14.700000000000024
554.0,0.15000000000000002
555.0,0.30000000000000004
556.0,2.3999999999999995
557.0,0.15000000000000002
558.0,25.499999999999936
559.0,0.7500000000000001
560.0,26.699999999999925
561.0,0.15000000000000002
562.0,2.2499999999999996
563.0,3.7499999999999987
564.0,1.0500000000000003
565.0,0.15000000000000002
566.0,0.15000000000000002
567.0,1.35
568.0,0.15000000000000002
569.0,0.30000000000000004
570.0,0.30000000000000004
571.0,15.000000000000025
572.0,6.150000000000004
573.0,0.7500000000000001
574.0,1.9499999999999997
575.0,2.3999999999999995
576.0,5.400000000000002
577.0,1.0500000000000003
578.0,4.5
579.0,18.300000000000004
580.0,4.950000000000001
581.0,0.15000000000000002
582.0,5.250000000000002
